timeProcessed,filename,score,firstIgnore,
16-06-2024_21:55:34,./image/16-06-2024_21:55:33.png,0.5142096877098083,2
16-06-2024_21:55:40,./image/16-06-2024_21:55:39.png,0.5047318935394287,1
16-06-2024_21:55:46,./image/16-06-2024_21:55:45.png,0.6515477895736694,1
16-06-2024_21:55:52,./image/16-06-2024_21:55:51.png,0,0
16-06-2024_21:55:58,./image/16-06-2024_21:55:57.png,0.4710831940174103,1
16-06-2024_21:57:58,./image/16-06-2024_21:57:58.png,0.574204683303833,6
16-06-2024_21:58:00,./image/16-06-2024_21:58:00.png,0.6053562462329865,2
16-06-2024_21:58:02,./image/16-06-2024_21:58:02.png,0.560984417796135,4
16-06-2024_21:58:04,./image/16-06-2024_21:58:04.png,0.5217644646763802,4
16-06-2024_21:58:05,./image/16-06-2024_21:58:05.png,0.5642073055108389,3
16-06-2024_21:58:07,./image/16-06-2024_21:58:07.png,0.5897308588027954,4
16-06-2024_21:58:11,./image/16-06-2024_21:58:11.png,0.51588902870814,3
16-06-2024_21:58:15,./image/16-06-2024_21:58:14.png,0.5657771155238152,4
16-06-2024_21:58:19,./image/16-06-2024_21:58:18.png,0.6677855650583903,3
16-06-2024_21:58:22,./image/16-06-2024_21:58:21.png,0.5901371836662292,4
16-06-2024_21:58:28,./image/16-06-2024_21:58:28.png,0.5691733459631602,6
