,Time,Time_Elapsed,RAM_Precentage
0,21:57:56,0.0008022785186767578,23.7
1,21:57:56,0.10105085372924805,23.7
2,21:57:56,0.20141005516052246,23.7
3,21:57:56,0.3017289638519287,23.8
4,21:57:56,0.4020256996154785,23.7
5,21:57:57,0.5026774406433105,23.7
6,21:57:57,0.6029741764068604,23.7
7,21:57:57,0.7033751010894775,23.7
8,21:57:57,0.8037087917327881,23.8
9,21:57:57,0.9040727615356445,23.8
10,21:57:57,1.0043830871582031,23.7
11,21:57:57,1.1046361923217773,23.8
12,21:57:57,1.204925775527954,23.8
13,21:57:57,1.3052213191986084,23.7
14,21:57:57,1.405545711517334,23.8
15,21:57:58,1.505833625793457,23.7
16,21:57:58,1.6061515808105469,23.8
17,21:57:58,1.7065043449401855,23.8
18,21:57:58,1.806943416595459,23.7
19,21:57:58,1.9071972370147705,23.7
20,21:57:58,2.0075125694274902,23.7
21,21:57:58,2.1079540252685547,23.8
22,21:57:58,2.2083489894866943,24.3
23,21:57:58,2.308687925338745,24.9
24,21:57:58,2.4090356826782227,25.2
25,21:57:59,2.5094196796417236,25.2
26,21:57:59,2.6097700595855713,25.2
27,21:57:59,2.7100648880004883,25.2
28,21:57:59,2.810377836227417,25.2
29,21:57:59,2.910693645477295,25.2
30,21:57:59,3.0109848976135254,25.2
31,21:57:59,3.1112890243530273,25.2
32,21:57:59,3.2116470336914062,25.2
33,21:57:59,3.3119919300079346,25.2
34,21:57:59,3.4123849868774414,25.2
35,21:58:00,3.512699842453003,25.2
36,21:58:00,3.6131174564361572,25.2
37,21:58:00,3.713440179824829,25.3
38,21:58:00,3.813727855682373,25.3
39,21:58:00,3.914010763168335,25.2
40,21:58:00,4.0142669677734375,25.2
41,21:58:00,4.114587783813477,25.3
42,21:58:00,4.218199729919434,25.3
43,21:58:00,4.3184568881988525,25.3
44,21:58:00,4.418725490570068,25.3
45,21:58:01,4.5189759731292725,25.3
46,21:58:01,4.619202613830566,25.3
47,21:58:01,4.719491004943848,25.3
48,21:58:01,4.819798707962036,25.3
49,21:58:01,4.920010089874268,25.3
50,21:58:01,5.020276069641113,25.3
51,21:58:01,5.120543003082275,25.3
52,21:58:01,5.220832824707031,25.3
53,21:58:01,5.3210859298706055,25.3
54,21:58:01,5.421355724334717,25.3
55,21:58:02,5.521697044372559,25.3
56,21:58:02,5.622107267379761,25.3
57,21:58:02,5.722413778305054,25.3
58,21:58:02,5.822732925415039,25.3
59,21:58:02,5.923086166381836,25.3
60,21:58:02,6.023361682891846,25.3
61,21:58:02,6.123731851577759,25.3
62,21:58:02,6.225459098815918,25.3
63,21:58:02,6.325679779052734,25.3
64,21:58:02,6.42596435546875,25.2
65,21:58:03,6.526288032531738,25.2
66,21:58:03,6.626636981964111,25.2
67,21:58:03,6.7269370555877686,25.2
68,21:58:03,6.827231407165527,25.2
69,21:58:03,6.927543640136719,25.2
70,21:58:03,7.0278332233428955,25.2
71,21:58:03,7.128128290176392,25.3
72,21:58:03,7.228405952453613,25.3
73,21:58:03,7.328887701034546,25.3
74,21:58:03,7.429251670837402,25.3
75,21:58:04,7.529642581939697,25.3
76,21:58:04,7.630009174346924,25.3
77,21:58:04,7.730297803878784,25.3
78,21:58:04,7.830743074417114,25.2
79,21:58:04,7.9311347007751465,25.2
80,21:58:04,8.031506538391113,25.3
81,21:58:04,8.131953001022339,25.2
82,21:58:04,8.232253789901733,25.2
83,21:58:04,8.332574367523193,25.2
84,21:58:04,8.433021068572998,25.2
85,21:58:05,8.533585548400879,25.2
86,21:58:05,8.633931636810303,25.2
87,21:58:05,8.73434066772461,25.2
88,21:58:05,8.834713220596313,25.2
89,21:58:05,8.935136795043945,25.2
90,21:58:05,9.035488367080688,25.2
91,21:58:05,9.135910034179688,25.2
92,21:58:05,9.23634672164917,25.2
93,21:58:05,9.336638450622559,25.2
94,21:58:05,9.436946868896484,25.2
95,21:58:06,9.537303686141968,25.2
96,21:58:06,9.637663125991821,25.2
97,21:58:06,9.7384672164917,25.2
98,21:58:06,9.83878493309021,25.2
99,21:58:06,9.93912148475647,25.2
100,21:58:06,10.039446115493774,25.2
101,21:58:06,10.140117168426514,25.2
102,21:58:06,10.240474462509155,25.3
103,21:58:06,10.340925693511963,25.2
104,21:58:06,10.441295623779297,25.3
105,21:58:07,10.541680097579956,25.3
106,21:58:07,10.641985416412354,25.3
107,21:58:07,10.742268323898315,25.3
108,21:58:07,10.842657566070557,25.3
109,21:58:07,10.94298529624939,25.3
110,21:58:07,11.04334807395935,25.3
111,21:58:07,11.14371943473816,25.3
112,21:58:07,11.244079351425171,25.3
113,21:58:07,11.344536542892456,25.3
114,21:58:07,11.444896459579468,25.3
115,21:58:08,11.545525312423706,25.3
116,21:58:08,11.645870208740234,25.3
117,21:58:08,11.746338129043579,25.3
118,21:58:08,11.846671342849731,25.3
119,21:58:08,11.947031497955322,25.3
120,21:58:08,12.047417879104614,25.4
121,21:58:08,12.147761344909668,25.4
122,21:58:08,12.248087167739868,25.4
123,21:58:08,12.348736763000488,25.3
124,21:58:08,12.449179887771606,25.4
125,21:58:09,12.549516201019287,25.4
126,21:58:09,12.649846076965332,25.4
127,21:58:09,12.750231504440308,25.4
128,21:58:09,12.850594997406006,25.4
129,21:58:09,12.951128244400024,25.3
130,21:58:09,13.05150556564331,25.4
131,21:58:09,13.15191650390625,25.4
132,21:58:09,13.252487421035767,25.3
133,21:58:09,13.35279107093811,25.4
134,21:58:09,13.453176021575928,25.4
135,21:58:10,13.553694009780884,25.3
136,21:58:10,13.654000997543335,25.3
137,21:58:10,13.754312992095947,25.4
138,21:58:10,13.854796409606934,25.4
139,21:58:10,13.955148696899414,25.4
140,21:58:10,14.055517196655273,25.4
141,21:58:10,14.15592908859253,25.4
142,21:58:10,14.256267786026001,25.4
143,21:58:10,14.356638193130493,25.3
144,21:58:10,14.456925630569458,25.3
145,21:58:11,14.557456970214844,25.3
146,21:58:11,14.657891273498535,25.3
147,21:58:11,14.758299350738525,25.3
148,21:58:11,14.858813285827637,25.3
149,21:58:11,14.959148645401001,25.3
150,21:58:11,15.059476137161255,25.3
151,21:58:11,15.159855604171753,25.3
152,21:58:11,15.260120391845703,25.3
153,21:58:11,15.360963582992554,25.3
154,21:58:11,15.46129584312439,25.3
155,21:58:12,15.561550855636597,25.3
156,21:58:12,15.66184663772583,25.3
157,21:58:12,15.762375116348267,25.3
158,21:58:12,15.862736463546753,25.3
159,21:58:12,15.963125705718994,25.3
160,21:58:12,16.063543796539307,25.3
161,21:58:12,16.163912296295166,25.3
162,21:58:12,16.264220476150513,25.3
163,21:58:12,16.36458945274353,25.3
164,21:58:12,16.465026140213013,25.3
165,21:58:13,16.565310955047607,25.3
166,21:58:13,16.665701389312744,25.3
167,21:58:13,16.76620888710022,25.3
168,21:58:13,16.86661696434021,25.3
169,21:58:13,16.967100620269775,25.3
170,21:58:13,17.067497730255127,25.2
171,21:58:13,17.168327808380127,25.2
172,21:58:13,17.268625736236572,25.2
173,21:58:13,17.36903667449951,25.1
174,21:58:13,17.469310998916626,25.1
175,21:58:14,17.569695711135864,25.1
176,21:58:14,17.670032739639282,25.1
177,21:58:14,17.770352125167847,25.1
178,21:58:14,17.870691776275635,25.1
179,21:58:14,17.971075773239136,25.1
180,21:58:14,18.07137179374695,25.1
181,21:58:14,18.171801328659058,25.2
182,21:58:14,18.272689819335938,25.2
183,21:58:14,18.373088359832764,25.2
184,21:58:14,18.473496198654175,25.2
185,21:58:15,18.573842763900757,25.1
186,21:58:15,18.674309492111206,25.3
187,21:58:15,18.774654150009155,25.2
188,21:58:15,18.875094175338745,25.2
189,21:58:15,18.975399017333984,25.2
190,21:58:15,19.075850009918213,25.2
191,21:58:15,19.17624831199646,25.2
192,21:58:15,19.27652072906494,25.3
193,21:58:15,19.376991510391235,25.2
194,21:58:16,19.477274894714355,25.2
195,21:58:16,19.577662706375122,25.2
196,21:58:16,19.67802381515503,25.2
197,21:58:16,19.778300762176514,25.2
198,21:58:16,19.87891983985901,25.3
199,21:58:16,19.979360342025757,25.3
200,21:58:16,20.079729318618774,25.2
201,21:58:16,20.180232763290405,25.2
202,21:58:16,20.280769109725952,25.2
203,21:58:16,20.381169319152832,25.3
204,21:58:17,20.481556177139282,25.3
205,21:58:17,20.581852912902832,25.2
206,21:58:17,20.68222951889038,25.2
207,21:58:17,20.782639265060425,25.2
208,21:58:17,20.88304328918457,25.2
209,21:58:17,20.98340082168579,25.2
210,21:58:17,21.08389711380005,25.2
211,21:58:17,21.18418788909912,25.2
212,21:58:17,21.28456950187683,25.2
213,21:58:17,21.384904861450195,25.2
214,21:58:18,21.4852774143219,25.2
215,21:58:18,21.585668087005615,25.2
216,21:58:18,21.6860191822052,25.2
217,21:58:18,21.786340951919556,25.2
218,21:58:18,21.886675119400024,25.2
219,21:58:18,21.987092971801758,25.2
220,21:58:18,22.08744168281555,25.2
221,21:58:18,22.187729358673096,25.2
222,21:58:18,22.28813362121582,25.2
223,21:58:18,22.388484716415405,25.2
224,21:58:19,22.48914885520935,25.2
225,21:58:19,22.589459896087646,25.3
226,21:58:19,22.689818859100342,25.3
227,21:58:19,22.79020619392395,25.3
228,21:58:19,22.89061975479126,25.3
229,21:58:19,22.99115514755249,25.3
230,21:58:19,23.091495752334595,25.3
231,21:58:19,23.19188690185547,25.3
232,21:58:19,23.29224920272827,25.3
233,21:58:19,23.392714262008667,25.3
234,21:58:20,23.49319314956665,25.3
235,21:58:20,23.593543767929077,25.3
236,21:58:20,23.693944692611694,25.3
237,21:58:20,23.794393062591553,25.3
238,21:58:20,23.89486312866211,25.3
239,21:58:20,23.995447397232056,25.2
240,21:58:20,24.09585189819336,25.3
241,21:58:20,24.196255445480347,25.3
242,21:58:20,24.29679226875305,25.3
243,21:58:20,24.397299766540527,25.3
244,21:58:21,24.497700214385986,25.3
245,21:58:21,24.59806728363037,25.3
246,21:58:21,24.698370456695557,25.3
247,21:58:21,24.798737287521362,25.2
248,21:58:21,24.89900016784668,25.2
249,21:58:21,24.999342441558838,25.2
250,21:58:21,25.099700689315796,25.2
251,21:58:21,25.200069189071655,25.2
252,21:58:21,25.30060887336731,25.3
253,21:58:21,25.400981426239014,25.3
254,21:58:22,25.50162625312805,25.3
255,21:58:22,25.60232377052307,25.4
256,21:58:22,25.702726364135742,25.4
257,21:58:22,25.803097009658813,25.4
258,21:58:22,25.903703451156616,25.4
259,21:58:22,26.004056215286255,25.3
260,21:58:22,26.104495525360107,25.4
261,21:58:22,26.20486807823181,25.4
262,21:58:22,26.30523920059204,25.3
263,21:58:22,26.40569806098938,25.3
264,21:58:23,26.50612187385559,25.3
265,21:58:23,26.606497049331665,25.3
266,21:58:23,26.70697021484375,25.3
267,21:58:23,26.807491302490234,25.3
268,21:58:23,26.90793228149414,25.3
269,21:58:23,27.008408308029175,25.3
270,21:58:23,27.108803510665894,25.3
271,21:58:23,27.2091224193573,25.3
272,21:58:23,27.3095703125,25.3
273,21:58:23,27.409909963607788,25.3
274,21:58:24,27.510441064834595,25.3
275,21:58:24,27.610785484313965,25.3
276,21:58:24,27.711271286010742,25.3
277,21:58:24,27.811573266983032,25.3
278,21:58:24,27.911920309066772,25.3
279,21:58:24,28.012255668640137,25.3
280,21:58:24,28.112603664398193,25.3
281,21:58:24,28.212985038757324,25.3
282,21:58:24,28.313352584838867,25.3
283,21:58:24,28.413721799850464,25.3
284,21:58:25,28.51402735710144,25.3
285,21:58:25,28.6142897605896,25.3
286,21:58:25,28.71465277671814,25.3
287,21:58:25,28.8150053024292,25.3
288,21:58:25,28.91536045074463,25.3
289,21:58:25,29.015734910964966,25.3
290,21:58:25,29.11614966392517,25.3
291,21:58:25,29.216484546661377,25.3
292,21:58:25,29.31678056716919,25.3
293,21:58:25,29.417110919952393,25.3
294,21:58:26,29.517416954040527,25.3
295,21:58:26,29.61777901649475,25.3
296,21:58:26,29.718462705612183,25.3
297,21:58:26,29.81893038749695,25.3
298,21:58:26,29.91941499710083,25.3
299,21:58:26,30.019843339920044,25.3
300,21:58:26,30.120182991027832,25.3
301,21:58:26,30.220492362976074,25.3
302,21:58:26,30.320868253707886,25.3
303,21:58:26,30.421218395233154,25.3
304,21:58:27,30.5216703414917,25.3
305,21:58:27,30.62202787399292,25.3
306,21:58:27,30.722315788269043,25.3
307,21:58:27,30.822675704956055,25.3
308,21:58:27,30.923002004623413,25.3
309,21:58:27,31.02333402633667,25.4
310,21:58:27,31.123732089996338,25.3
311,21:58:27,31.22435450553894,25.3
312,21:58:27,31.32490611076355,25.3
313,21:58:27,31.425281524658203,25.3
314,21:58:28,31.5257089138031,25.3
315,21:58:28,31.626094579696655,25.4
316,21:58:28,31.726561307907104,25.4
317,21:58:28,31.82694172859192,25.4
318,21:58:28,31.927299737930298,25.3
319,21:58:28,32.027785301208496,25.3
320,21:58:28,32.12813210487366,25.3
321,21:58:28,32.2284574508667,25.3
322,21:58:28,32.32880878448486,25.3
323,21:58:28,32.42918539047241,25.3
324,21:58:29,32.529531478881836,25.3
325,21:58:29,32.6298713684082,25.3
326,21:58:29,32.73024582862854,25.3
327,21:58:29,32.83060121536255,25.3
328,21:58:29,32.930943965911865,25.3
329,21:58:29,33.031317710876465,25.3
330,21:58:29,33.13185715675354,25.3
331,21:58:29,33.23233199119568,25.3
332,21:58:29,33.33267140388489,25.3
333,21:58:29,33.43303394317627,25.3
334,21:58:30,33.53341007232666,25.3
335,21:58:30,33.63375735282898,25.3
336,21:58:30,33.734174728393555,25.3
337,21:58:30,33.834543228149414,25.4
338,21:58:30,33.93495440483093,25.3
339,21:58:30,34.03528881072998,25.4
340,21:58:30,34.13565230369568,25.4
341,21:58:30,34.23619842529297,25.4
342,21:58:30,34.33661985397339,25.4
343,21:58:30,34.43702292442322,25.4
344,21:58:31,34.53752589225769,25.4
345,21:58:31,34.638041734695435,25.4
346,21:58:31,34.73841071128845,25.4
347,21:58:31,34.83876013755798,25.4
348,21:58:31,34.93913745880127,25.4
