,Time,Time_Elapsed,CPU_Precentage
158,21:58:28,31.82869863510132,49.7
159,21:58:28,32.029231548309326,46.2
160,21:58:28,32.22974348068237,45.9
161,21:58:28,32.43026304244995,47.2
162,21:58:29,32.630706548690796,48.1
163,21:58:29,32.83123421669006,46.8
164,21:58:29,33.03173851966858,44.5
165,21:58:29,33.23276686668396,43.9
166,21:58:29,33.43342161178589,49.7
167,21:58:30,33.634154081344604,45.9
168,21:58:30,33.83493494987488,53.5
169,21:58:30,34.035603761672974,45.0
170,21:58:30,34.236276149749756,44.2
171,21:58:30,34.43735408782959,44.5
172,21:58:31,34.63821506500244,47.5
173,21:58:31,34.839104652404785,50.3
174,21:58:31,35.03987741470337,44.7
